id,name,brand,category,price,embedding_text
216,Adidas Ultra Spor Plus,Adidas,Spor Şort,790.0,"Adidas Ultra Spor Plus. Marka: Adidas. Kategori: Spor Şort. Adidas Ultra Spor Plus, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, geniş kesim, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hızlı kuruyan, geniş kesim, hafif, dar kesim. Fiyat: 790.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: unisex."
217,Salomon Pro Spor Boost,Salomon,Spor Şort,170.0,"Salomon Pro Spor Boost. Marka: Salomon. Kategori: Spor Şort. Salomon Pro Spor Boost, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, fermuarlı cep, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: dar kesim, fermuarlı cep, esnek bel, hızlı kuruyan, hafif. Fiyat: 170.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: unisex."
219,Nike Ultra Koşu Boost,Nike,Koşu Ayakkabısı,2120.0,"Nike Ultra Koşu Boost. Marka: Nike. Kategori: Koşu Ayakkabısı. Nike Ultra Koşu Boost, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, yastıklı taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: karbon plaka, yastıklı taban, amortisörlü, yüksek koşu verimi. Fiyat: 2120.0 TL. Sezon: yazlık. Renk: Siyah. Cinsiyet: unisex."
221,Reebok Speed Koşu Plus,Reebok,Koşu Ayakkabısı,2670.0,"Reebok Speed Koşu Plus. Marka: Reebok. Kategori: Koşu Ayakkabısı. Reebok Speed Koşu Plus, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, hafif, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, hafif, nefes alan. Fiyat: 2670.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: unisex."
222,Under Armour Profesyonel Koşu Max,Under Armour,Koşu Ayakkabısı,1320.0,"Under Armour Profesyonel Koşu Max. Marka: Under Armour. Kategori: Koşu Ayakkabısı. Under Armour Profesyonel Koşu Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, hafif, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, hafif, geniş burun. Fiyat: 1320.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: unisex."
223,Salomon Pro Spor V2,Salomon,Spor Tişört,800.0,"Salomon Pro Spor V2. Marka: Salomon. Kategori: Spor Tişört. Salomon Pro Spor V2, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nem emici, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nem emici, hafif. Fiyat: 800.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: unisex."
224,New Balance Air Koşu Max,New Balance,Koşu Ayakkabısı,2760.0,"New Balance Air Koşu Max. Marka: New Balance. Kategori: Koşu Ayakkabısı. New Balance Air Koşu Max, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yastıklı taban, amortisörlü, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yastıklı taban, amortisörlü, nefes alan. Fiyat: 2760.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: unisex."
225,Nike Comfort Spor V2,Nike,Spor Ayakkabı,1060.0,"Nike Comfort Spor V2. Marka: Nike. Kategori: Spor Ayakkabı. Nike Comfort Spor V2, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, su geçirmez, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, su geçirmez, nefes alan, ortopedik, kaymaz taban. Fiyat: 1060.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: unisex."
226,Skechers Ultra Spor Max,Skechers,Spor Şort,400.0,"Skechers Ultra Spor Max. Marka: Skechers. Kategori: Spor Şort. Skechers Ultra Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, fermuarlı cep, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, fermuarlı cep, esnek bel. Fiyat: 400.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: erkek."
229,Puma Comfort Spor Boost,Puma,Spor Tişört,440.0,"Puma Comfort Spor Boost. Marka: Puma. Kategori: Spor Tişört. Puma Comfort Spor Boost, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, antimikrobiyal, reflektif bant, hafif. Fiyat: 440.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: erkek."
230,Puma Ultra Koşu Boost,Puma,Koşu Ayakkabısı,4730.0,"Puma Ultra Koşu Boost. Marka: Puma. Kategori: Koşu Ayakkabısı. Puma Ultra Koşu Boost, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: karbon plaka, geniş burun. Fiyat: 4730.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: unisex."
231,Nike Air Spor Plus,Nike,Spor Ayakkabı,2390.0,"Nike Air Spor Plus. Marka: Nike. Kategori: Spor Ayakkabı. Nike Air Spor Plus, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, su geçirmez. Fiyat: 2390.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: erkek."
232,Under Armour Air Spor 3.0,Under Armour,Spor Ayakkabı,870.0,"Under Armour Air Spor 3.0. Marka: Under Armour. Kategori: Spor Ayakkabı. Under Armour Air Spor 3.0, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, nefes alan, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, nefes alan, ortopedik, su geçirmez, yüksek taban. Fiyat: 870.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: unisex."
233,Asics Pro Koşu Plus,Asics,Koşu Ayakkabısı,2610.0,"Asics Pro Koşu Plus. Marka: Asics. Kategori: Koşu Ayakkabısı. Asics Pro Koşu Plus, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: karbon plaka, hafif, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: karbon plaka, hafif, yastıklı taban, amortisörlü. Fiyat: 2610.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: kadın."
234,New Balance Ultra Koşu Lite,New Balance,Koşu Ayakkabısı,2820.0,"New Balance Ultra Koşu Lite. Marka: New Balance. Kategori: Koşu Ayakkabısı. New Balance Ultra Koşu Lite, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, nefes alan, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, nefes alan, karbon plaka, hafif, yastıklı taban. Fiyat: 2820.0 TL. Sezon: 4 mevsim. Renk: Kırmızı. Cinsiyet: unisex."
236,Nike Elite Spor V2,Nike,Spor Tişört,430.0,"Nike Elite Spor V2. Marka: Nike. Kategori: Spor Tişört. Nike Elite Spor V2, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, UV korumalı, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, UV korumalı, hafif, antimikrobiyal. Fiyat: 430.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: unisex."
237,Reebok Air Spor X,Reebok,Spor Şort,620.0,"Reebok Air Spor X. Marka: Reebok. Kategori: Spor Şort. Reebok Air Spor X, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: dar kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: dar kesim, fermuarlı cep. Fiyat: 620.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: kadın."
238,Nike Comfort Spor Max,Nike,Spor Tişört,900.0,"Nike Comfort Spor Max. Marka: Nike. Kategori: Spor Tişört. Nike Comfort Spor Max, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: UV korumalı, elastik. Fiyat: 900.0 TL. Sezon: 4 mevsim. Renk: Mavi. Cinsiyet: erkek."
239,New Balance Profesyonel Koşu X,New Balance,Koşu Ayakkabısı,910.0,"New Balance Profesyonel Koşu X. Marka: New Balance. Kategori: Koşu Ayakkabısı. New Balance Profesyonel Koşu X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, amortisörlü, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş burun, amortisörlü, karbon plaka, hafif, yastıklı taban. Fiyat: 910.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: erkek."
240,Columbia Air Spor Lite,Columbia,Spor Şort,270.0,"Columbia Air Spor Lite. Marka: Columbia. Kategori: Spor Şort. Columbia Air Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, fermuarlı cep, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, fermuarlı cep, esnek bel, hızlı kuruyan. Fiyat: 270.0 TL. Sezon: yazlık. Renk: Lacivert. Cinsiyet: kadın."
242,Columbia Air Spor Plus,Columbia,Spor Ayakkabı,1330.0,"Columbia Air Spor Plus. Marka: Columbia. Kategori: Spor Ayakkabı. Columbia Air Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, nefes alan, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, nefes alan, ortopedik. Fiyat: 1330.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: unisex."
244,Under Armour Speed Spor Lite,Under Armour,Spor Ayakkabı,2970.0,"Under Armour Speed Spor Lite. Marka: Under Armour. Kategori: Spor Ayakkabı. Under Armour Speed Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, nefes alan, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: kaymaz taban, nefes alan, amortisörlü, terletmeyen, su geçirmez. Fiyat: 2970.0 TL. Sezon: 4 mevsim. Renk: Beyaz. Cinsiyet: erkek."
246,Columbia Pro Spor Boost,Columbia,Spor Şort,250.0,"Columbia Pro Spor Boost. Marka: Columbia. Kategori: Spor Şort. Columbia Pro Spor Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, dar kesim, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, dar kesim, hızlı kuruyan, geniş kesim. Fiyat: 250.0 TL. Sezon: yazlık. Renk: Mor. Cinsiyet: unisex."
247,Salomon Profesyonel Spor Max,Salomon,Spor Şort,110.0,"Salomon Profesyonel Spor Max. Marka: Salomon. Kategori: Spor Şort. Salomon Profesyonel Spor Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, esnek bel, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hızlı kuruyan, esnek bel, dar kesim. Fiyat: 110.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: erkek."
248,Puma Ultra Spor 3.0,Puma,Spor Şort,380.0,"Puma Ultra Spor 3.0. Marka: Puma. Kategori: Spor Şort. Puma Ultra Spor 3.0, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, fermuarlı cep, dar kesim, hafif. Fiyat: 380.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: erkek."
249,Salomon Elite Spor X,Salomon,Spor Ayakkabı,3080.0,"Salomon Elite Spor X. Marka: Salomon. Kategori: Spor Ayakkabı. Salomon Elite Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: kaymaz taban, su geçirmez. Fiyat: 3080.0 TL. Sezon: kışlık. Renk: Beyaz. Cinsiyet: kadın."
251,Puma Elite Spor Max,Puma,Spor Tişört,1000.0,"Puma Elite Spor Max. Marka: Puma. Kategori: Spor Tişört. Puma Elite Spor Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, hafif, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: elastik, hafif, reflektif bant. Fiyat: 1000.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: unisex."
252,Under Armour Pro Koşu V2,Under Armour,Koşu Ayakkabısı,4200.0,"Under Armour Pro Koşu V2. Marka: Under Armour. Kategori: Koşu Ayakkabısı. Under Armour Pro Koşu V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, amortisörlü, yastıklı taban, yüksek koşu verimi. Fiyat: 4200.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: kadın."
254,Salomon Comfort Koşu Max,Salomon,Koşu Ayakkabısı,4050.0,"Salomon Comfort Koşu Max. Marka: Salomon. Kategori: Koşu Ayakkabısı. Salomon Comfort Koşu Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, karbon plaka. Fiyat: 4050.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: kadın."
255,Adidas Profesyonel Spor 3.0,Adidas,Spor Şort,450.0,"Adidas Profesyonel Spor 3.0. Marka: Adidas. Kategori: Spor Şort. Adidas Profesyonel Spor 3.0, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, hafif, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: fermuarlı cep, hafif, esnek bel, dar kesim, hızlı kuruyan. Fiyat: 450.0 TL. Sezon: yazlık. Renk: Kırmızı. Cinsiyet: erkek."
258,Salomon Ultra Spor 3.0,Salomon,Spor Tişört,860.0,"Salomon Ultra Spor 3.0. Marka: Salomon. Kategori: Spor Tişört. Salomon Ultra Spor 3.0, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: reflektif bant, hafif. Fiyat: 860.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: erkek."
259,Puma Ultra Spor X,Puma,Spor Ayakkabı,550.0,"Puma Ultra Spor X. Marka: Puma. Kategori: Spor Ayakkabı. Puma Ultra Spor X, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, ortopedik, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek taban, ortopedik, hafif, kaymaz taban. Fiyat: 550.0 TL. Sezon: 4 mevsim. Renk: Mavi. Cinsiyet: erkek."
261,Under Armour Elite Koşu Max,Under Armour,Koşu Ayakkabısı,4450.0,"Under Armour Elite Koşu Max. Marka: Under Armour. Kategori: Koşu Ayakkabısı. Under Armour Elite Koşu Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, yastıklı taban. Fiyat: 4450.0 TL. Sezon: 4 mevsim. Renk: Siyah. Cinsiyet: kadın."
262,Reebok Pro Spor Max,Reebok,Spor Tişört,230.0,"Reebok Pro Spor Max. Marka: Reebok. Kategori: Spor Tişört. Reebok Pro Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: antimikrobiyal, reflektif bant. Fiyat: 230.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: kadın."
264,Salomon Air Spor Lite,Salomon,Spor Şort,320.0,"Salomon Air Spor Lite. Marka: Salomon. Kategori: Spor Şort. Salomon Air Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: fermuarlı cep, dar kesim, geniş kesim. Fiyat: 320.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: kadın."
265,Nike Elite Spor Plus,Nike,Spor Şort,410.0,"Nike Elite Spor Plus. Marka: Nike. Kategori: Spor Şort. Nike Elite Spor Plus, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, esnek bel, hafif, dar kesim, hızlı kuruyan. Fiyat: 410.0 TL. Sezon: yazlık. Renk: Yeşil. Cinsiyet: kadın."
268,Skechers Comfort Spor Lite,Skechers,Spor Ayakkabı,1430.0,"Skechers Comfort Spor Lite. Marka: Skechers. Kategori: Spor Ayakkabı. Skechers Comfort Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, ortopedik, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: nefes alan, ortopedik, su geçirmez, kaymaz taban. Fiyat: 1430.0 TL. Sezon: 4 mevsim. Renk: Sarı. Cinsiyet: unisex."
269,Adidas Comfort Koşu Boost,Adidas,Koşu Ayakkabısı,2070.0,"Adidas Comfort Koşu Boost. Marka: Adidas. Kategori: Koşu Ayakkabısı. Adidas Comfort Koşu Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, amortisörlü, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: yüksek koşu verimi, amortisörlü, nefes alan. Fiyat: 2070.0 TL. Sezon: 4 mevsim. Renk: Mavi. Cinsiyet: erkek."
270,Under Armour Elite Spor Lite,Under Armour,Spor Şort,740.0,"Under Armour Elite Spor Lite. Marka: Under Armour. Kategori: Spor Şort. Under Armour Elite Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: fermuarlı cep, dar kesim. Fiyat: 740.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: kadın."
271,Salomon Comfort Spor Lite,Salomon,Spor Şort,780.0,"Salomon Comfort Spor Lite. Marka: Salomon. Kategori: Spor Şort. Salomon Comfort Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, dar kesim, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: geniş kesim, dar kesim, esnek bel, hafif. Fiyat: 780.0 TL. Sezon: yazlık. Renk: Beyaz. Cinsiyet: kadın."
272,Asics Comfort Spor Boost,Asics,Spor Ayakkabı,1750.0,"Asics Comfort Spor Boost. Marka: Asics. Kategori: Spor Ayakkabı. Asics Comfort Spor Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, su geçirmez, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: terletmeyen, su geçirmez, yüksek taban, amortisörlü. Fiyat: 1750.0 TL. Sezon: kışlık. Renk: Mavi. Cinsiyet: erkek."
273,Columbia Profesyonel Koşu Boost,Columbia,Koşu Ayakkabısı,3960.0,"Columbia Profesyonel Koşu Boost. Marka: Columbia. Kategori: Koşu Ayakkabısı. Columbia Profesyonel Koşu Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, karbon plaka, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, karbon plaka, geniş burun, hafif, yüksek koşu verimi. Fiyat: 3960.0 TL. Sezon: 4 mevsim. Renk: Lacivert. Cinsiyet: kadın."
276,Columbia Elite Spor X,Columbia,Spor Şort,160.0,"Columbia Elite Spor X. Marka: Columbia. Kategori: Spor Şort. Columbia Elite Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hafif, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, hafif, dar kesim. Fiyat: 160.0 TL. Sezon: yazlık. Renk: Siyah. Cinsiyet: kadın."
277,Skechers Speed Spor V2,Skechers,Spor Ayakkabı,1800.0,"Skechers Speed Spor V2. Marka: Skechers. Kategori: Spor Ayakkabı. Skechers Speed Spor V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: amortisörlü, terletmeyen. Fiyat: 1800.0 TL. Sezon: kışlık. Renk: Turuncu. Cinsiyet: kadın."
278,Skechers Elite Spor X,Skechers,Spor Şort,690.0,"Skechers Elite Spor X. Marka: Skechers. Kategori: Spor Şort. Skechers Elite Spor X, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, esnek bel. Fiyat: 690.0 TL. Sezon: yazlık. Renk: Turuncu. Cinsiyet: kadın."
280,Salomon Speed Spor Plus,Salomon,Spor Ayakkabı,2210.0,"Salomon Speed Spor Plus. Marka: Salomon. Kategori: Spor Ayakkabı. Salomon Speed Spor Plus, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, nefes alan, yüksek taban, amortisörlü. Fiyat: 2210.0 TL. Sezon: kışlık. Renk: Beyaz. Cinsiyet: kadın."
281,Puma Comfort Spor V2,Puma,Spor Ayakkabı,1260.0,"Puma Comfort Spor V2. Marka: Puma. Kategori: Spor Ayakkabı. Puma Comfort Spor V2, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, yüksek taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: ortopedik, yüksek taban, amortisörlü, kaymaz taban, nefes alan. Fiyat: 1260.0 TL. Sezon: yazlık. Renk: Mavi. Cinsiyet: erkek."
282,Nike Pro Spor Max,Nike,Spor Şort,700.0,"Nike Pro Spor Max. Marka: Nike. Kategori: Spor Şort. Nike Pro Spor Max, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: esnek bel, geniş kesim. Fiyat: 700.0 TL. Sezon: yazlık. Renk: Gri. Cinsiyet: erkek."
283,Skechers Ultra Spor V2,Skechers,Spor Tişört,210.0,"Skechers Ultra Spor V2. Marka: Skechers. Kategori: Spor Tişört. Skechers Ultra Spor V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: hafif, UV korumalı, elastik, hızlı kuruyan, reflektif bant. Fiyat: 210.0 TL. Sezon: yazlık. Renk: Siyah. Cinsiyet: erkek."
286,Skechers Elite Spor Max,Skechers,Spor Ayakkabı,2700.0,"Skechers Elite Spor Max. Marka: Skechers. Kategori: Spor Ayakkabı. Skechers Elite Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, yüksek taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar. Özellikler: kaymaz taban, yüksek taban, su geçirmez, amortisörlü, ortopedik. Fiyat: 2700.0 TL. Sezon: yazlık. Renk: Sarı. Cinsiyet: erkek."
