id,name,brand,category,description,price,original_price,stock_quantity,gender,season,color,sizes,features,rating,review_count,is_active
238,Nike Comfort Spor Max,Nike,Spor Tişört,"Nike Comfort Spor Max, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",900.0,900.0,55,erkek,4 mevsim,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""UV korumal\u0131"", ""elastik""]",4.9,120,True
239,New Balance Profesyonel Koşu X,New Balance,Koşu Ayakkabısı,"New Balance Profesyonel Koşu X, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, amortisörlü, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",910.0,910.0,194,erkek,yazlık,Turuncu,"[""37"", ""38"", ""39"", ""42"", ""43"", ""44""]","[""geni\u015f burun"", ""amortis\u00f6rl\u00fc"", ""karbon plaka"", ""hafif"", ""yast\u0131kl\u0131 taban""]",4.3,30,True
240,Columbia Air Spor Lite,Columbia,Spor Şort,"Columbia Air Spor Lite, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, fermuarlı cep, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",270.0,370.0,143,kadın,yazlık,Lacivert,"[""L"", ""M"", ""S"", ""XL"", ""XXL""]","[""hafif"", ""fermuarl\u0131 cep"", ""esnek bel"", ""h\u0131zl\u0131 kuruyan""]",3.6,356,True
241,Skechers Pro Spor Boost,Skechers,Spor Şort,"Skechers Pro Spor Boost, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim, fermuarlı cep. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",480.0,480.0,198,kadın,yazlık,Gri,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""geni\u015f kesim"", ""fermuarl\u0131 cep""]",4.3,194,True
242,Columbia Air Spor Plus,Columbia,Spor Ayakkabı,"Columbia Air Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, nefes alan, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1330.0,1330.0,28,unisex,yazlık,Gri,"[""36"", ""38"", ""42"", ""44""]","[""amortis\u00f6rl\u00fc"", ""nefes alan"", ""ortopedik""]",3.2,337,True
243,New Balance Profesyonel Spor Plus,New Balance,Spor Ayakkabı,"New Balance Profesyonel Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, terletmeyen, ortopedik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1980.0,1980.0,65,kadın,4 mevsim,Turuncu,"[""36"", ""37"", ""38"", ""39"", ""41"", ""42"", ""43"", ""44""]","[""hafif"", ""terletmeyen"", ""ortopedik""]",3.1,113,True
244,Under Armour Speed Spor Lite,Under Armour,Spor Ayakkabı,"Under Armour Speed Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, nefes alan, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2970.0,3520.0,132,erkek,4 mevsim,Beyaz,"[""37"", ""39"", ""40"", ""42"", ""44""]","[""kaymaz taban"", ""nefes alan"", ""amortis\u00f6rl\u00fc"", ""terletmeyen"", ""su ge\u00e7irmez""]",3.2,371,True
245,Salomon Comfort Spor V2,Salomon,Spor Tişört,"Salomon Comfort Spor V2, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, nem emici, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",900.0,1050.0,102,unisex,4 mevsim,Yeşil,"[""L"", ""S"", ""XL"", ""XXL""]","[""antimikrobiyal"", ""nem emici"", ""reflektif bant"", ""UV korumal\u0131"", ""elastik""]",4.0,336,True
246,Columbia Pro Spor Boost,Columbia,Spor Şort,"Columbia Pro Spor Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, dar kesim, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",250.0,250.0,190,unisex,yazlık,Mor,"[""L"", ""M"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""dar kesim"", ""h\u0131zl\u0131 kuruyan"", ""geni\u015f kesim""]",3.5,492,True
247,Salomon Profesyonel Spor Max,Salomon,Spor Şort,"Salomon Profesyonel Spor Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, esnek bel, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",110.0,110.0,176,erkek,yazlık,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""esnek bel"", ""dar kesim""]",4.6,470,True
248,Puma Ultra Spor 3.0,Puma,Spor Şort,"Puma Ultra Spor 3.0, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",380.0,380.0,187,erkek,yazlık,Sarı,"[""L"", ""M"", ""S"", ""XS"", ""XXL""]","[""geni\u015f kesim"", ""fermuarl\u0131 cep"", ""dar kesim"", ""hafif""]",3.2,166,True
249,Salomon Elite Spor X,Salomon,Spor Ayakkabı,"Salomon Elite Spor X, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3080.0,4190.0,154,kadın,kışlık,Beyaz,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""kaymaz taban"", ""su ge\u00e7irmez""]",4.9,324,True
250,Reebok Elite Spor Boost,Reebok,Spor Ayakkabı,"Reebok Elite Spor Boost, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",720.0,960.0,12,kadın,kışlık,Lacivert,"[""42"", ""43"", ""44"", ""45""]","[""y\u00fcksek taban"", ""amortis\u00f6rl\u00fc""]",4.1,134,True
251,Puma Elite Spor Max,Puma,Spor Tişört,"Puma Elite Spor Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, hafif, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1000.0,1000.0,62,unisex,yazlık,Sarı,"[""L"", ""M"", ""S"", ""XL"", ""XS""]","[""elastik"", ""hafif"", ""reflektif bant""]",3.1,397,True
252,Under Armour Pro Koşu V2,Under Armour,Koşu Ayakkabısı,"Under Armour Pro Koşu V2, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4200.0,4200.0,159,kadın,yazlık,Sarı,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""hafif"", ""amortis\u00f6rl\u00fc"", ""yast\u0131kl\u0131 taban"", ""y\u00fcksek ko\u015fu verimi""]",3.3,22,True
253,Asics Profesyonel Spor 3.0,Asics,Spor Tişört,"Asics Profesyonel Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",330.0,330.0,52,erkek,4 mevsim,Mavi,"[""L"", ""M"", ""S"", ""XL"", ""XS""]","[""UV korumal\u0131"", ""elastik""]",4.1,384,True
254,Salomon Comfort Koşu Max,Salomon,Koşu Ayakkabısı,"Salomon Comfort Koşu Max, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4050.0,4050.0,13,kadın,yazlık,Kırmızı,"[""37"", ""40"", ""41"", ""42""]","[""hafif"", ""karbon plaka""]",3.9,483,True
255,Adidas Profesyonel Spor 3.0,Adidas,Spor Şort,"Adidas Profesyonel Spor 3.0, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, hafif, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",450.0,450.0,182,erkek,yazlık,Kırmızı,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""hafif"", ""esnek bel"", ""dar kesim"", ""h\u0131zl\u0131 kuruyan""]",3.0,126,True
256,Under Armour Pro Spor Lite,Under Armour,Spor Şort,"Under Armour Pro Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, geniş kesim, hızlı kuruyan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",760.0,760.0,57,kadın,yazlık,Siyah,"[""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""geni\u015f kesim"", ""h\u0131zl\u0131 kuruyan"", ""esnek bel""]",3.3,459,True
257,Reebok Ultra Spor Max,Reebok,Spor Tişört,"Reebok Ultra Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: elastik, UV korumalı, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",260.0,260.0,148,kadın,4 mevsim,Mor,"[""L"", ""M"", ""S"", ""XXL""]","[""elastik"", ""UV korumal\u0131"", ""reflektif bant""]",4.1,409,True
258,Salomon Ultra Spor 3.0,Salomon,Spor Tişört,"Salomon Ultra Spor 3.0, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: reflektif bant, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",860.0,960.0,81,erkek,yazlık,Mavi,"[""L"", ""M"", ""XL"", ""XS"", ""XXL""]","[""reflektif bant"", ""hafif""]",4.8,211,True
259,Puma Ultra Spor X,Puma,Spor Ayakkabı,"Puma Ultra Spor X, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek taban, ortopedik, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",550.0,550.0,34,erkek,4 mevsim,Mavi,"[""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43""]","[""y\u00fcksek taban"", ""ortopedik"", ""hafif"", ""kaymaz taban""]",4.0,309,True
260,New Balance Profesyonel Spor Plus,New Balance,Spor Tişört,"New Balance Profesyonel Spor Plus, New Balance tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",790.0,1160.0,112,unisex,yazlık,Kırmızı,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""UV korumal\u0131"", ""elastik""]",4.7,250,True
261,Under Armour Elite Koşu Max,Under Armour,Koşu Ayakkabısı,"Under Armour Elite Koşu Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4450.0,5850.0,188,kadın,4 mevsim,Siyah,"[""36"", ""37"", ""38"", ""39"", ""40"", ""42"", ""43"", ""44""]","[""amortis\u00f6rl\u00fc"", ""yast\u0131kl\u0131 taban""]",3.1,198,True
262,Reebok Pro Spor Max,Reebok,Spor Tişört,"Reebok Pro Spor Max, Reebok tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: antimikrobiyal, reflektif bant. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",230.0,230.0,46,kadın,yazlık,Turuncu,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""antimikrobiyal"", ""reflektif bant""]",4.6,480,True
263,Puma Elite Spor Max,Puma,Spor Ayakkabı,"Puma Elite Spor Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, terletmeyen, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2600.0,2980.0,115,unisex,kışlık,Lacivert,"[""36"", ""38"", ""39"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""amortis\u00f6rl\u00fc"", ""terletmeyen"", ""su ge\u00e7irmez""]",4.3,43,True
264,Salomon Air Spor Lite,Salomon,Spor Şort,"Salomon Air Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",320.0,320.0,114,kadın,yazlık,Gri,"[""M"", ""S"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""dar kesim"", ""geni\u015f kesim""]",3.6,92,True
265,Nike Elite Spor Plus,Nike,Spor Şort,"Nike Elite Spor Plus, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, esnek bel, hafif. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",410.0,410.0,1,kadın,yazlık,Yeşil,"[""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""geni\u015f kesim"", ""esnek bel"", ""hafif"", ""dar kesim"", ""h\u0131zl\u0131 kuruyan""]",3.5,280,True
266,Nike Comfort Spor 3.0,Nike,Spor Tişört,"Nike Comfort Spor 3.0, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, nem emici. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",190.0,190.0,45,kadın,4 mevsim,Beyaz,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""nem emici""]",3.3,145,True
267,Asics Pro Spor 3.0,Asics,Spor Ayakkabı,"Asics Pro Spor 3.0, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",690.0,690.0,84,kadın,kışlık,Lacivert,"[""36"", ""37"", ""39"", ""40"", ""41""]","[""hafif"", ""nefes alan"", ""y\u00fcksek taban"", ""ortopedik"", ""terletmeyen""]",4.1,268,True
268,Skechers Comfort Spor Lite,Skechers,Spor Ayakkabı,"Skechers Comfort Spor Lite, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: nefes alan, ortopedik, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1430.0,1890.0,133,unisex,4 mevsim,Sarı,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""43""]","[""nefes alan"", ""ortopedik"", ""su ge\u00e7irmez"", ""kaymaz taban""]",4.5,254,True
269,Adidas Comfort Koşu Boost,Adidas,Koşu Ayakkabısı,"Adidas Comfort Koşu Boost, Adidas tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: yüksek koşu verimi, amortisörlü, nefes alan. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2070.0,2070.0,54,erkek,4 mevsim,Mavi,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""y\u00fcksek ko\u015fu verimi"", ""amortis\u00f6rl\u00fc"", ""nefes alan""]",3.0,103,True
270,Under Armour Elite Spor Lite,Under Armour,Spor Şort,"Under Armour Elite Spor Lite, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",740.0,740.0,165,kadın,yazlık,Turuncu,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""dar kesim""]",3.3,79,True
271,Salomon Comfort Spor Lite,Salomon,Spor Şort,"Salomon Comfort Spor Lite, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş kesim, dar kesim, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",780.0,870.0,96,kadın,yazlık,Beyaz,"[""L"", ""XL"", ""XS"", ""XXL""]","[""geni\u015f kesim"", ""dar kesim"", ""esnek bel"", ""hafif""]",4.3,431,True
272,Asics Comfort Spor Boost,Asics,Spor Ayakkabı,"Asics Comfort Spor Boost, Asics tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: terletmeyen, su geçirmez, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1750.0,1750.0,55,erkek,kışlık,Mavi,"[""36"", ""39"", ""41"", ""44""]","[""terletmeyen"", ""su ge\u00e7irmez"", ""y\u00fcksek taban"", ""amortis\u00f6rl\u00fc""]",4.1,89,True
273,Columbia Profesyonel Koşu Boost,Columbia,Koşu Ayakkabısı,"Columbia Profesyonel Koşu Boost, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, karbon plaka, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",3960.0,5910.0,132,kadın,4 mevsim,Lacivert,"[""36"", ""40"", ""41"", ""42"", ""43""]","[""amortis\u00f6rl\u00fc"", ""karbon plaka"", ""geni\u015f burun"", ""hafif"", ""y\u00fcksek ko\u015fu verimi""]",4.4,67,True
274,Nike Pro Spor X,Nike,Spor Ayakkabı,"Nike Pro Spor X, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2750.0,2750.0,5,erkek,yazlık,Mor,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""kaymaz taban"", ""y\u00fcksek taban""]",4.2,159,True
275,Puma Ultra Spor 3.0,Puma,Spor Şort,"Puma Ultra Spor 3.0, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",340.0,340.0,36,erkek,yazlık,Mor,"[""L"", ""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""geni\u015f kesim""]",4.9,411,True
276,Columbia Elite Spor X,Columbia,Spor Şort,"Columbia Elite Spor X, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, hafif, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",160.0,160.0,180,kadın,yazlık,Siyah,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""hafif"", ""dar kesim""]",4.2,303,True
277,Skechers Speed Spor V2,Skechers,Spor Ayakkabı,"Skechers Speed Spor V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, terletmeyen. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1800.0,1800.0,36,kadın,kışlık,Turuncu,"[""38"", ""41"", ""42"", ""43"", ""44"", ""45""]","[""amortis\u00f6rl\u00fc"", ""terletmeyen""]",4.7,315,True
278,Skechers Elite Spor X,Skechers,Spor Şort,"Skechers Elite Spor X, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, esnek bel. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",690.0,860.0,147,kadın,yazlık,Turuncu,"[""L"", ""M"", ""XL"", ""XS"", ""XXL""]","[""hafif"", ""esnek bel""]",3.3,52,True
279,Columbia Elite Spor Plus,Columbia,Spor Şort,"Columbia Elite Spor Plus, Columbia tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: fermuarlı cep, geniş kesim, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",340.0,340.0,151,kadın,yazlık,Beyaz,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""fermuarl\u0131 cep"", ""geni\u015f kesim"", ""dar kesim"", ""h\u0131zl\u0131 kuruyan"", ""esnek bel""]",3.9,222,True
280,Salomon Speed Spor Plus,Salomon,Spor Ayakkabı,"Salomon Speed Spor Plus, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, nefes alan, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2210.0,2210.0,152,kadın,kışlık,Beyaz,"[""36"", ""37"", ""40"", ""42"", ""43"", ""45""]","[""hafif"", ""nefes alan"", ""y\u00fcksek taban"", ""amortis\u00f6rl\u00fc""]",4.5,194,True
281,Puma Comfort Spor V2,Puma,Spor Ayakkabı,"Puma Comfort Spor V2, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: ortopedik, yüksek taban, amortisörlü. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1260.0,1260.0,173,erkek,yazlık,Mavi,"[""36"", ""37"", ""39"", ""40"", ""41"", ""42"", ""44""]","[""ortopedik"", ""y\u00fcksek taban"", ""amortis\u00f6rl\u00fc"", ""kaymaz taban"", ""nefes alan""]",3.6,482,True
282,Nike Pro Spor Max,Nike,Spor Şort,"Nike Pro Spor Max, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: esnek bel, geniş kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",700.0,970.0,100,erkek,yazlık,Gri,"[""L"", ""M"", ""XL"", ""XS"", ""XXL""]","[""esnek bel"", ""geni\u015f kesim""]",4.3,364,True
283,Skechers Ultra Spor V2,Skechers,Spor Tişört,"Skechers Ultra Spor V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, UV korumalı, elastik. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",210.0,290.0,124,erkek,yazlık,Siyah,"[""L"", ""S"", ""XL"", ""XS""]","[""hafif"", ""UV korumal\u0131"", ""elastik"", ""h\u0131zl\u0131 kuruyan"", ""reflektif bant""]",4.3,499,True
284,Salomon Ultra Koşu Plus,Salomon,Koşu Ayakkabısı,"Salomon Ultra Koşu Plus, Salomon tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, nefes alan, geniş burun. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",530.0,530.0,187,kadın,yazlık,Sarı,"[""36"", ""40"", ""41"", ""42"", ""44"", ""45""]","[""amortis\u00f6rl\u00fc"", ""nefes alan"", ""geni\u015f burun"", ""hafif"", ""yast\u0131kl\u0131 taban""]",3.5,256,True
285,Under Armour Profesyonel Koşu Max,Under Armour,Koşu Ayakkabısı,"Under Armour Profesyonel Koşu Max, Under Armour tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: geniş burun, yastıklı taban, karbon plaka. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",900.0,900.0,189,unisex,yazlık,Sarı,"[""36"", ""38"", ""40"", ""44""]","[""geni\u015f burun"", ""yast\u0131kl\u0131 taban"", ""karbon plaka"", ""hafif"", ""amortis\u00f6rl\u00fc""]",4.3,342,True
286,Skechers Elite Spor Max,Skechers,Spor Ayakkabı,"Skechers Elite Spor Max, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: kaymaz taban, yüksek taban, su geçirmez. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",2700.0,2700.0,144,erkek,yazlık,Sarı,"[""36"", ""38"", ""40"", ""41"", ""43"", ""44"", ""45""]","[""kaymaz taban"", ""y\u00fcksek taban"", ""su ge\u00e7irmez"", ""amortis\u00f6rl\u00fc"", ""ortopedik""]",3.5,322,True
287,Skechers Profesyonel Spor V2,Skechers,Spor Şort,"Skechers Profesyonel Spor V2, Skechers tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hızlı kuruyan, dar kesim. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",290.0,410.0,154,unisex,yazlık,Gri,"[""L"", ""M"", ""S"", ""XL"", ""XS"", ""XXL""]","[""h\u0131zl\u0131 kuruyan"", ""dar kesim""]",3.3,302,True
288,Puma Air Koşu Max,Puma,Koşu Ayakkabısı,"Puma Air Koşu Max, Puma tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: hafif, yastıklı taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",4270.0,4270.0,105,unisex,yazlık,Lacivert,"[""36"", ""37"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43"", ""44""]","[""hafif"", ""yast\u0131kl\u0131 taban""]",4.5,121,True
289,Nike Ultra Spor Plus,Nike,Spor Ayakkabı,"Nike Ultra Spor Plus, Nike tarafından üretilen yüksek performanslı bir üründür. Öne çıkan özellikleri: amortisörlü, su geçirmez, yüksek taban. Sporseverler ve günlük kullanım için idealdir. Premium malzeme kullanımıyla uzun ömürlü dayanıklılık sunar.",1820.0,2640.0,3,unisex,kışlık,Yeşil,"[""36"", ""38"", ""39"", ""40"", ""41"", ""42"", ""43""]","[""amortis\u00f6rl\u00fc"", ""su ge\u00e7irmez"", ""y\u00fcksek taban"", ""ortopedik"", ""hafif""]",3.6,408,True
